,en_text,th_text
180114,"sure, the next show time available after 5:40 is. 7pm. i'll process the transaction now.",ได้ค่ะ รอบถัดไปที่ว่างหลังจาก 5 โมง 40 นาทีคือ รอบ 1 ทุ่มค่ะ ทำรายการต่อเลยนะคะ
100799,"Excellent, your appointment is tomorrow morning at 8AM at Intelligent Auto Solutions. Can I help you with anything else?",เยี่ยมเลยค่ะ จองไว้เป็นวันพรุ่งนี้เช้าเวลา 8 โมงที่อู่อินเทลิเจนท์ ออโต้ โซลูชั่นส์นะคะ มีอะไรให้ช่วยอีกมั้ยคะ
46643,Intelligent Auto Solutions,อินทิเลเจนออโต้โซลูชั่น
171964,will it me hot or iced?,เป็นแบบร้อนหรือเย็นคะ?
83501,"Including myself, there are four of us total.",รวมฉันแล้วก็มีทั้งหมดสี่คนค่ะ
122313,"No thanks, just the pizzas.",ไม่จ้ะ ขอบใจนะ แค่พิซซ่าพอ
161821,The mechanical repair is for stalling.,ซ่อมเครื่องที่มักจะดับนะครับ
184408,I want book a ticket for Aquaman movie.,ฉันอยากจองตั๋วดูหนังเรื่องอควาแมน
182406,thanks tori. what is a great number to reach you at?,ขอบคุณค่ะทอรี่ ให้ติดต่อที่เบอร์ไหนดีคะ
32374,"Great, what can I order for you?",เยี่ยมเลยค่ะ จะรับอะไรดีคะ
209680,"Alright, did you have a particular type of restaurant in mind?",ได้ค่ะ มีแบบของร้านที่ต้องการในใจมั้ยคะ
148411,I'm looking for places to eat in San Francisco.,อยากไปหาที่ที่ทานอาหารในซานฟรานซิสโก
38219,Certainly. How many with there be in your party?,ได้เลยค่ะ มากันกี่คนหรือคะ
160686,"Alright, I need to take my car to the mechanic. Can you schedule me an appointment?",ดีค่ะ ฉันต้องการเอารถไปซ่อมค่ะ ช่วยจองคิวให้หน่อยได้มั้ย
167242,"ok, your receipt will be texted to you and your pizzas will be ready in 35 minutes.",โอเคค่ะ ใบเสร็จรับเงินจะส่งไปที่ข้อความของคุณนะคะ และพิซซ่าจะเสร็จเรียบร้อยในอีก 35 นาทีค่ะ
187761,"O Club, so I'd really love the caramel I'd like to place for a caramel macchiato.",โอเค ฉันชอบคาราเมลมาก ก็เลยอยากสั่งคาราเมล มัคคิอาโตน่ะ
7339,What kind of food are the last two?,สองร้านหลังเป็นอาหารเป็นเภทไหนคะ
127217,Mexican food.,อาหารเม็กซิกันค่ะ
217264,Let's see...There is no available Economy Pool drivers available at this time. Would you like to try Uber X or XL?,โอเคค่ะ ตอนนี้ไม่มีคนขับแบบหารกันนะคะ ลองอูเบอร์เอ็กส์หรือเอ็กส์แอลมั้ยคะ
67210,I would like to order a pizza from Sauce please,ฉันอยากสั่งพิซซ่าจากร้านซอสหน่อย
145851,Is their any luxury option available?,มีตัวเลือกหรูหราอย่างอื่นว่างมั้ยคะ?
53976,What time are you thinking of going?,อยากไปดูประมาณกี่โมงดีคะ?
138900,Get me tickets for 7:20 please,เอารอบหนึ่งทุ่มยี่สิบนาทีนะจ๊ะ
116825,let me look for options.,ขอดูตัวเลือกให้ก่อนนะคะ
209301,ok and what are the toppings?,โอเค แล้วหน้าล่ะคะ?
152323,What is the issue with your car?,รถมีปัญหาอะไรคะ
198226,"sure, give me a second.",ได้ค่ะ รอสักครู่ค่ะ
169646,is that ok?,ได้ไหมคะ
142947,I am sorry but it looks like they are not offering the veggie specialty pizza this month. Would you like to order individual toppings?,ขอโทษนะคะ เขาไม่มีพิซซ่าผักเดือนนี้ค่ะ อยากได้อย่างอื่นแทนไหมคะ
92696,"No problem, and how would you like your receipt?",ไม่มีปัญหา จะรับใบเสร็จทางไหนคะ
173472,Oh no problem!,โอ้ ไม่เป็นไรค่ะ
105479,From starbucks.,จากสตาร์บัคส์ค่ะ
43970,They are so good!,อร่อยดีค่ะ
214730,"Hi, I'd like to order a lyft please from my location.",สวัสดีค่ะ ต้องการรถลิฟต์จากที่นี่ค่ะ
110739,would you like me to book this now for you?,อยากให้จองให้เลยมั้ยคะ
71789,Great. I can do that for you.,ค่ะ เราช่วยคุณได้
163370,"Alright, so the tuneup has a fee of $89, is that okay?",ค่ะ สำหรับจูนอัพจะมีค่าใช้จ่าย $89 นะคะ แบบนั้นโอเคมั้ย?
38040,"Yes, one of those and also the Silano white pizza one with chicken.",ใช่ เอาอย่างนั้นถาดนึง และซิลาโน่ไวท์ไก่ถาดนึง
81708,I'm using my MasterCard,ใช้มาสเตอร์การ์ดค่ะ
183407,"in Brea, California.",ในบรี แคลิฟอร์เนียจ้ะ
24730,Would you like me to help you in finding a drink?,พี่อยากให้หนูช่วยหาเครื่องดื่มไหมคะ
154541,Hey indoor or outdoor seating,ที่นั่งในร่มหรือกลางแจ้งคะ
64984,thanks again.,ขอบคุณอีกครั้งนะคะ
139939,"8 PM isn't available, either.",สองทุ่มก็ไม่ว่างเหมือนกันค่ะ
77405,I'm sorry they are out of peppers.,เสียใจด้วยค่ะ พริกหวานหมดค่ะ
